Port,Protocol,Count
12927,raw,12
7461,ah,6
14693,xtp,8
7461,icmpv6,7
58894,icmp,6
55567,esp,5
3689,pim,5
33379,eon,8
63172,raw,5
16304,egp,6
39744,idp,8
8311,ah,5
27295,raw,3
51301,pup,4
24268,nd,1
618,ipcomp,7
55456,ggp,5
42837,ipip,8
19587,max,7
59577,ipcomp,5
39515,esp,7
55648,hello,8
45532,pim,5
8805,max,9
477,udp,8
40316,pim,6
336,udp,7
23969,ah,3
65316,raw,10
54501,icmpv6,4
63996,raw,7
15378,ipip,7
36329,routing,4
30230,igmp,5
53731,xtp,6
63733,eon,7
34494,icmp,6
46797,hello,6
6409,hopopts,8
30230,hopopts,10
21122,xtp,6
56745,sctp,6
21471,rsvp,6
17797,ah,3
2855,icmpv6,14
1679,none,6
34626,pim,7
60981,igmp,9
31018,ggp,8
34925,none,6
30340,raw,5
38409,udp,4
18246,icmp,4
28522,egp,6
22464,ah,7
8845,igmp,4
52645,ipip,5
19699,icmpv6,4
21977,idp,4
26422,ipcomp,5
11490,raw,6
42393,tp,9
22168,raw,1
6057,gre,8
55138,tp,7
24495,hopopts,7
3958,routing,8
32066,ggp,5
46186,raw,5
43673,ipip,4
43355,ah,5
61648,udp,3
53682,pim,6
3267,routing,5
43872,ggp,7
36736,igmp,6
55138,gre,8
6124,routing,7
40327,fragment,12
4905,fragment,8
45244,gre,7
2802,ipv6,6
37355,dstopts,7
42639,pup,6
47302,tcp,8
15308,esp,8
12211,max,5
2985,pup,6
27026,tcp,6
46924,gre,5
62398,ipip,3
41465,esp,6
20311,ipv6,6
51453,raw,4
54518,eon,10
12860,ipip,6
5868,icmp,4
54683,icmpv6,9
37737,max,8
38745,none,1
32973,fragment,6
26880,sctp,8
26211,nd,3
20852,dstopts,8
22464,ipip,10
17106,ipip,4
30732,pup,6
7461,udp,7
2579,gre,9
13107,max,5
16304,nd,9
24518,max,7
34416,idp,5
21122,max,5
42639,pim,6
59561,routing,8
34416,xtp,4
27895,sctp,8
2920,tcp,10
37285,ipcomp,5
12927,max,8
29177,pim,3
2813,ipv6,2
23663,ah,9
16510,igmp,5
55132,gre,6
9207,ipip,7
55138,hello,2
7687,routing,6
35913,icmpv6,9
48550,ah,6
46728,ggp,4
65288,raw,5
43661,ggp,6
47570,hello,5
49641,ah,5
40710,ipv6,6
12416,ipip,5
36347,raw,4
16816,idp,3
41038,xtp,3
9515,icmp,6
58231,sctp,8
31917,ipip,7
4139,fragment,6
23472,idp,3
55138,raw,5
40396,hopopts,2
23969,routing,7
41919,ah,2
47302,ggp,6
56745,hello,8
8365,eon,3
54683,ah,6
42837,ggp,5
11545,udp,3
39046,esp,5
28788,pim,9
22889,dstopts,2
44484,ipip,9
39744,egp,12
59828,egp,5
4296,ah,7
35913,fragment,2
32584,egp,6
64240,dstopts,5
55456,raw,11
41038,ah,9
29590,ggp,8
47570,ah,3
20852,eon,10
47362,eon,5
35913,esp,6
30732,gre,10
51453,igmp,3
44218,udp,3
12562,none,6
34973,none,6
61837,raw,6
4139,tcp,7
54518,idp,4
54588,eon,9
38745,icmp,8
1679,raw,8
6124,ggp,3
26880,esp,4
6409,ah,3
14201,hopopts,7
24496,pim,7
2802,ggp,4
47239,ah,8
24394,hello,3
2920,pim,6
47239,rsvp,4
45244,ipv6,5
40327,icmpv6,5
5350,dstopts,2
13981,nd,1
61648,gre,5
2425,fragment,4
12063,xtp,4
19573,egp,8
60981,eon,9
24394,ipcomp,10
618,icmpv6,6
12860,rsvp,4
23663,tp,4
37978,none,5
52275,rsvp,3
1679,pim,7
32088,udp,7
22889,pup,1
54501,nd,5
38192,fragment,9
34626,dstopts,4
2985,idp,5
34925,udp,8
2855,egp,4
10867,ggp,1
5883,tp,5
50427,ah,3
23646,sctp,6
2579,ipip,7
45369,pim,7
34284,max,3
42261,ggp,5
6815,ipcomp,7
19573,eon,2
46728,none,5
46728,tcp,2
46728,esp,7
53702,ah,6
12860,udp,2
65288,nd,5
48294,ipcomp,3
9515,raw,5
37354,nd,6
11347,icmpv6,5
6057,nd,6
34284,routing,6
5350,gre,3
17106,tcp,6
44484,icmp,3
55132,egp,8
30618,eon,8
58231,hopopts,5
55567,udp,2
14032,udp,2
34932,udp,6
43355,udp,9
24495,icmpv6,5
50462,icmp,7
21442,hello,2
6796,ipcomp,7
36721,pup,5
7687,icmpv6,2
42393,eon,6
39744,nd,9
19573,fragment,4
15378,tp,5
8263,sctp,3
37737,rsvp,4
16656,sctp,2
65316,routing,3
21122,tp,3
23472,hello,6
52645,icmp,4
36329,sctp,3
53731,pim,3
15378,sctp,3
59577,none,5
53185,fragment,10
22889,ipcomp,6
7687,ipv6,4
42974,icmp,1
22168,igmp,3
43355,none,2
6796,hello,3
61303,ah,3
23054,rsvp,1
28522,xtp,5
65288,sctp,4
26801,egp,4
35226,esp,3
23054,max,4
26801,hopopts,4
12037,udp,2
50307,hopopts,2
